CustomerID,Tenure,MonthlyCharges,CancellationDate,Churn
CUST-ID-00083-13,65,106.88,,0
CUST-ID-00084-94,34,56.17,2026-07-08,1
CUST-ID-00085-87,22,101.27,,0
CUST-ID-00086-51,53,143.11,,0
CUST-ID-00087-62,59,68.45,2026-07-11,1
CUST-ID-00088-36,56,102.72,,0
CUST-ID-00089-72,67,125.88,,0
CUST-ID-00090-29,,137.46,,0
CUST-ID-00091-32,15,29.82,2026-07-28,1
CUST-ID-00092-19,14,35.98,,0
CUST-ID-00093-90,65,125.75,,0
CUST-ID-00094-60,64,119.22,,0
CUST-ID-00095-11,41,67.58,,0
CUST-ID-00096-60,17,21.41,,0
CUST-ID-00097-76,15,133.02,2026-07-03,1
CUST-ID-00098-14,26,115.63,2026-07-03,1
CUST-ID-00099-23,72,140.17,,0
CUST-ID-00100-75,46,,,0
CUST-ID-00101-84,48,56.78,,0
CUST-ID-00102-64,3,76.99,,0
CUST-ID-00103-21,2,27.66,,0
CUST-ID-00104-64,33,129.8,,0
CUST-ID-00105-78,,66.34,,0
CUST-ID-00106-49,16,142.12,,0
CUST-ID-00107-60,35,118.09,,0
CUST-ID-00108-20,6,123.15,,0
CUST-ID-00109-37,16,74.13,,0
CUST-ID-00110-56,37,139.9,2026-07-15,1
CUST-ID-00111-73,65,144.89,,0
CUST-ID-00112-23,55,76.28,,0
CUST-ID-00113-32,35,53.6,,0
CUST-ID-00114-90,14,145.99,,0
CUST-ID-00115-51,14,123.58,,0
CUST-ID-00116-89,66,111.82,,0
CUST-ID-00117-80,33,121.02,,0
CUST-ID-00118-94,52,131.62,,0
CUST-ID-00119-14,2,41.97,,0
CUST-ID-00120-34,,,2026-07-12,1
CUST-ID-00121-86,57,139.61,,0
CUST-ID-00122-84,35,137.81,,0
CUST-ID-00123-41,41,59.42,,0
CUST-ID-00124-11,23,27.88,2026-07-17,1
CUST-ID-00125-26,58,144.81,,0
CUST-ID-00126-53,19,105.07,,0
CUST-ID-00127-13,12,54.6,2026-07-26,1
CUST-ID-00128-32,65,132.45,2026-07-15,1
CUST-ID-00129-31,49,58.91,,0
CUST-ID-00130-99,68,126.91,2026-07-05,1
CUST-ID-00131-56,48,100.1,2026-07-03,1
CUST-ID-00132-96,11,107.06,,0
CUST-ID-00133-71,15,40.02,2026-07-03,1
CUST-ID-00134-72,37,65.24,,0
CUST-ID-00135-17,,101.38,,0
CUST-ID-00136-68,45,60.99,2026-07-23,1
CUST-ID-00137-99,20,126.55,2026-07-01,1
CUST-ID-00138-33,12,114.39,2026-07-11,1
CUST-ID-00139-66,2,69.58,2026-07-21,1
CUST-ID-00140-47,21,,,0
CUST-ID-00141-64,67,68.92,,0
CUST-ID-00142-52,31,61.5,,0
CUST-ID-00143-72,37,61.4,,0
CUST-ID-00144-24,42,36.13,,0
CUST-ID-00145-15,38,148.67,,0
CUST-ID-00146-37,2,70.73,,0
CUST-ID-00147-14,41,138.74,2026-07-19,1
CUST-ID-00148-17,61,71.89,,0
CUST-ID-00149-25,17,143.35,,0
CUST-ID-00150-99,,125.16,2026-07-25,1
CUST-ID-00151-20,32,35.54,,0
CUST-ID-00152-45,58,32.51,,0
CUST-ID-00153-39,63,101.05,,0
CUST-ID-00154-80,46,105.49,2026-07-21,1
CUST-ID-00155-21,40,51.35,,0
CUST-ID-00156-55,61,93.9,2026-07-14,1
CUST-ID-00157-21,7,47.0,2026-07-27,1
CUST-ID-00158-59,26,75.87,,0
CUST-ID-00159-30,66,119.41,2026-07-27,1
CUST-ID-00160-54,4,,2026-07-06,1
CUST-ID-00161-93,71,62.41,,0
CUST-ID-00162-51,62,74.1,,0
CUST-ID-00163-69,7,35.26,,0
CUST-ID-00164-92,53,20.94,,0
CUST-ID-00165-95,,117.74,,0
CUST-ID-00166-66,18,124.39,,0
CUST-ID-00167-52,33,133.59,,0
CUST-ID-00168-59,47,114.29,2026-07-18,1
CUST-ID-00169-77,13,63.91,2026-07-13,1
CUST-ID-00170-46,17,68.41,,0
CUST-ID-00171-69,65,98.32,,0
CUST-ID-00172-11,4,91.72,2026-07-06,1
CUST-ID-00173-10,39,139.27,,0
CUST-ID-00174-97,67,24.16,,0
CUST-ID-00175-37,59,85.03,,0
CUST-ID-00176-29,57,88.12,,0
CUST-ID-00177-21,32,92.57,,0
CUST-ID-00178-21,23,127.61,,0
CUST-ID-00179-49,63,60.26,,0
CUST-ID-00180-11,,,,0
CUST-ID-00181-19,1,125.83,,0
CUST-ID-00182-99,29,54.35,,0
CUST-ID-00183-12,36,116.04,2026-07-28,1
CUST-ID-00184-36,16,136.2,,0
CUST-ID-00185-53,59,45.43,2026-07-20,1
CUST-ID-00186-43,6,56.34,,0
CUST-ID-00187-73,32,124.88,2026-07-01,1
CUST-ID-00188-88,36,71.56,,0
CUST-ID-00189-58,54,24.32,2026-07-23,1
CUST-ID-00190-49,34,75.73,,0
CUST-ID-00191-92,8,80.36,2026-07-04,1
CUST-ID-00192-50,26,72.57,,0
CUST-ID-00193-25,48,70.62,2026-07-05,1
CUST-ID-00194-32,30,30.03,,0
CUST-ID-00195-24,,97.09,,0
CUST-ID-00196-68,48,136.07,2026-07-25,1
CUST-ID-00197-28,30,60.38,2026-07-23,1
CUST-ID-00198-58,6,59.66,,0
CUST-ID-00199-56,17,143.97,,0
CUST-ID-00200-45,60,,2026-07-08,1
CUST-ID-00201-44,15,21.4,,0
CUST-ID-00202-34,28,131.56,2026-07-22,1
CUST-ID-00203-50,21,85.24,,0
CUST-ID-00204-12,37,112.27,,0
CUST-ID-00205-23,49,113.26,,0
CUST-ID-00206-48,39,125.9,2026-07-03,1
CUST-ID-00207-38,47,82.45,,0
CUST-ID-00208-65,4,113.61,,0
CUST-ID-00209-11,63,77.03,2026-07-05,1
CUST-ID-00210-74,,76.07,2026-07-12,1
CUST-ID-00211-62,5,86.33,,0
CUST-ID-00212-93,3,95.76,2026-07-24,1
CUST-ID-00213-63,8,32.92,2026-07-27,1
CUST-ID-00214-32,64,147.15,,0
CUST-ID-00215-54,29,47.93,2026-07-18,1
CUST-ID-00216-75,41,134.26,2026-07-12,1
CUST-ID-00217-97,10,112.38,2026-07-26,1
CUST-ID-00218-30,45,71.22,,0
CUST-ID-00219-77,41,129.0,2026-07-06,1
CUST-ID-00220-16,13,,,0
CUST-ID-00221-56,11,117.65,2026-07-17,1
CUST-ID-00222-45,67,144.52,2026-07-07,1
CUST-ID-00223-33,14,128.92,2026-07-27,1
CUST-ID-00224-84,55,94.02,,0
CUST-ID-00225-47,,109.26,,0
CUST-ID-00226-44,9,97.5,,0
CUST-ID-00227-58,1,22.23,,0
CUST-ID-00228-25,21,35.97,,0
CUST-ID-00229-20,7,79.61,,0
CUST-ID-00230-21,15,23.52,2026-07-08,1
CUST-ID-00231-80,21,26.96,,0
CUST-ID-00232-92,39,87.36,,0
CUST-ID-00233-51,11,74.02,,0
CUST-ID-00234-41,35,135.2,,0
CUST-ID-00235-78,70,50.83,2026-07-06,1
CUST-ID-00236-58,45,55.89,,0
CUST-ID-00237-85,52,55.89,,0
CUST-ID-00238-90,52,140.96,,0
CUST-ID-00239-48,14,36.65,,0
CUST-ID-00240-71,,,,0
CUST-ID-00241-48,5,79.07,,0
CUST-ID-00242-85,72,90.47,,0
CUST-ID-00243-57,43,90.76,,0
CUST-ID-00244-53,55,40.39,,0
CUST-ID-00245-46,69,25.1,2026-07-25,1
CUST-ID-00246-54,4,140.56,2026-07-10,1
CUST-ID-00247-84,3,94.72,,0
CUST-ID-00248-64,64,126.63,,0
CUST-ID-00249-11,12,135.11,,0
CUST-ID-00250-10,3,27.97,,0
CUST-ID-00251-99,21,77.75,,0
CUST-ID-00252-71,25,22.96,,0
CUST-ID-00253-85,33,61.11,,0
CUST-ID-00254-20,5,77.21,2026-07-07,1
CUST-ID-00255-76,,106.39,,0
CUST-ID-00256-47,56,129.19,,0
CUST-ID-00257-48,45,74.99,,0
CUST-ID-00258-28,57,95.24,2026-07-16,1
CUST-ID-00259-53,12,129.71,,0
CUST-ID-00260-87,17,,2026-07-09,1
CUST-ID-00261-44,5,75.86,,0
CUST-ID-00262-40,69,38.84,,0
CUST-ID-00263-30,63,140.42,,0
CUST-ID-00264-75,13,144.43,,0
CUST-ID-00265-62,15,33.69,,0
CUST-ID-00266-94,24,54.04,2026-07-16,1
CUST-ID-00267-67,3,52.98,,0
CUST-ID-00268-57,48,77.17,2026-07-01,1
CUST-ID-00269-99,45,124.99,,0
CUST-ID-00270-41,,122.44,2026-07-07,1
CUST-ID-00271-58,68,87.81,,0
CUST-ID-00272-73,34,82.85,,0
CUST-ID-00273-19,65,108.82,,0
CUST-ID-00274-71,1,23.31,,0
CUST-ID-00275-49,15,49.98,,0
CUST-ID-00276-79,13,134.09,,0
CUST-ID-00277-73,16,108.45,,0
CUST-ID-00278-37,47,143.34,,0
CUST-ID-00279-50,62,127.53,2026-07-15,1
CUST-ID-00280-20,53,,,0
CUST-ID-00281-55,37,21.0,,0
CUST-ID-00282-18,12,149.65,,0
CUST-ID-00283-78,60,136.25,,0
CUST-ID-00284-59,12,84.26,,0
CUST-ID-00285-98,,119.33,,0
CUST-ID-00286-27,37,130.44,,0
CUST-ID-00287-38,43,108.35,,0
CUST-ID-00288-91,68,46.05,2026-07-23,1
CUST-ID-00289-97,26,141.57,,0
CUST-ID-00290-93,41,116.76,,0
CUST-ID-00291-52,5,104.53,,0
CUST-ID-00292-12,59,147.42,,0
CUST-ID-00293-35,11,112.63,,0
CUST-ID-00294-64,62,100.91,2026-07-07,1
CUST-ID-00295-88,20,122.07,2026-07-12,1
CUST-ID-00296-81,22,61.44,,0
CUST-ID-00297-70,65,25.12,2026-07-24,1
CUST-ID-00298-68,71,111.03,,0
CUST-ID-00299-75,54,73.89,,0
CUST-ID-00300-50,,,,0
CUST-ID-00301-10,14,77.89,2026-07-21,1
CUST-ID-00302-68,49,118.51,,0
CUST-ID-00303-55,36,125.97,,0
CUST-ID-00304-62,24,43.68,2026-07-12,1
CUST-ID-00305-41,33,78.45,,0
CUST-ID-00306-91,40,130.03,2026-07-06,1
CUST-ID-00307-85,50,26.26,,0
CUST-ID-00308-25,68,84.84,,0
CUST-ID-00309-17,11,102.47,,0
CUST-ID-00310-53,65,55.35,,0
CUST-ID-00311-31,18,84.34,,0
CUST-ID-00312-81,50,63.54,,0
CUST-ID-00313-79,60,107.21,2026-07-19,1
CUST-ID-00314-92,41,115.06,,0
CUST-ID-00315-75,,125.03,2026-07-12,1
CUST-ID-00316-56,11,107.25,,0
CUST-ID-00317-43,27,142.17,2026-07-26,1
CUST-ID-00318-77,69,57.04,,0
CUST-ID-00319-58,43,97.4,2026-07-22,1
CUST-ID-00320-92,6,,,0
CUST-ID-00321-91,70,29.82,,0
CUST-ID-00322-95,24,58.86,,0
CUST-ID-00323-68,37,137.74,2026-07-25,1
CUST-ID-00324-16,49,61.44,,0
CUST-ID-00325-47,49,130.34,,0
CUST-ID-00326-34,72,35.06,,0
CUST-ID-00327-83,24,93.66,2026-07-15,1
CUST-ID-00328-27,8,128.21,2026-07-22,1
CUST-ID-00329-17,57,32.4,,0
CUST-ID-00330-45,,69.57,,0
CUST-ID-00331-38,41,86.42,2026-07-21,1
CUST-ID-00332-55,70,43.98,,0
CUST-ID-00333-16,26,94.77,2026-07-16,1
CUST-ID-00334-68,55,64.57,,0
CUST-ID-00335-94,16,135.8,2026-07-09,1
CUST-ID-00336-78,17,34.92,2026-07-28,1
CUST-ID-00337-89,7,93.01,,0
CUST-ID-00338-58,22,148.72,,0
CUST-ID-00339-39,22,85.21,2026-07-02,1
CUST-ID-00340-22,23,,,0
CUST-ID-00341-38,57,70.64,,0
CUST-ID-00342-73,48,128.65,2026-07-21,1
CUST-ID-00343-25,25,74.95,,0
CUST-ID-00344-48,2,88.4,,0
CUST-ID-00345-67,,103.11,,0
CUST-ID-00346-85,22,68.99,,0
CUST-ID-00347-63,43,77.51,,0
CUST-ID-00348-11,70,109.43,2026-07-19,1
CUST-ID-00349-86,21,102.17,,0
CUST-ID-00350-63,29,70.14,2026-07-20,1
CUST-ID-00351-72,53,61.49,2026-07-20,1
CUST-ID-00352-40,65,145.92,2026-07-23,1
CUST-ID-00353-70,9,138.87,,0
CUST-ID-00354-70,14,125.25,,0
CUST-ID-00355-84,71,142.22,2026-07-14,1
CUST-ID-00356-68,35,80.82,,0
CUST-ID-00357-48,33,71.61,,0
CUST-ID-00358-53,40,59.11,2026-07-07,1
CUST-ID-00359-87,21,104.1,,0
CUST-ID-00360-36,,,,0
CUST-ID-00361-84,47,124.8,,0
CUST-ID-00362-52,54,67.8,2026-07-08,1
CUST-ID-00363-22,5,110.59,,0
CUST-ID-00364-58,34,93.31,,0
CUST-ID-00365-63,36,69.04,,0
CUST-ID-00366-21,21,71.84,,0
CUST-ID-00367-69,27,46.23,,0
CUST-ID-00368-47,24,148.43,,0
CUST-ID-00369-71,46,34.95,2026-07-15,1
CUST-ID-00370-84,71,82.7,,0
CUST-ID-00371-24,51,65.02,2026-07-08,1
CUST-ID-00372-70,59,71.73,,0
CUST-ID-00373-91,71,76.6,,0
CUST-ID-00374-30,36,106.53,,0
CUST-ID-00375-59,,39.0,,0
CUST-ID-00376-51,61,148.96,,0
CUST-ID-00377-55,46,118.95,,0
CUST-ID-00378-53,46,45.39,,0
CUST-ID-00379-82,71,80.06,,0
CUST-ID-00380-24,16,,,0
CUST-ID-00381-82,26,125.43,,0
CUST-ID-00382-70,62,25.93,,0
CUST-ID-00383-91,64,80.05,,0
CUST-ID-00384-77,13,31.67,,0
CUST-ID-00385-95,25,140.61,,0
CUST-ID-00386-48,9,43.39,,0
CUST-ID-00387-21,12,64.22,2026-07-03,1
CUST-ID-00388-59,41,140.08,,0
CUST-ID-00389-67,67,102.15,2026-07-07,1
CUST-ID-00390-25,,136.39,,0
CUST-ID-00391-79,4,122.42,2026-07-11,1
CUST-ID-00392-45,41,100.57,,0
CUST-ID-00393-65,22,149.87,2026-07-18,1
CUST-ID-00394-85,22,47.74,,0
CUST-ID-00395-82,36,114.49,,0
CUST-ID-00396-66,47,140.54,,0
CUST-ID-00397-78,5,39.99,,0
CUST-ID-00398-77,69,58.47,,0
CUST-ID-00399-59,53,46.78,2026-07-01,1
CUST-ID-00400-85,40,,2026-07-17,1
CUST-ID-00401-19,37,121.24,,0
CUST-ID-00402-26,58,78.23,,0
CUST-ID-00403-39,5,129.53,,0
CUST-ID-00404-18,24,122.41,2026-07-18,1
CUST-ID-00405-87,,98.48,2026-07-13,1
CUST-ID-00406-74,65,51.77,,0
CUST-ID-00407-58,11,94.99,2026-07-28,1
CUST-ID-00408-67,70,106.65,,0
CUST-ID-00409-91,44,137.44,,0
CUST-ID-00410-61,46,119.86,2026-07-09,1
CUST-ID-00411-29,43,129.14,2026-07-06,1
CUST-ID-00412-28,21,73.5,,0
CUST-ID-00413-52,3,135.88,,0
CUST-ID-00414-99,30,104.65,,0
CUST-ID-00415-13,62,118.38,,0
CUST-ID-00416-37,25,60.75,2026-07-08,1
CUST-ID-00417-94,45,76.88,2026-07-08,1
CUST-ID-00418-29,22,148.08,,0
CUST-ID-00419-74,55,50.09,,0
CUST-ID-00420-77,,,,0
CUST-ID-00421-85,59,91.3,,0
CUST-ID-00422-88,51,130.38,,0
CUST-ID-00423-80,43,74.05,,0
CUST-ID-00424-62,67,48.72,,0
CUST-ID-00425-61,53,92.51,,0
CUST-ID-00426-82,41,90.57,,0
CUST-ID-00427-13,28,81.31,2026-07-12,1
CUST-ID-00428-93,18,41.6,,0
CUST-ID-00429-82,24,22.5,,0
CUST-ID-00430-63,56,87.32,,0
CUST-ID-00431-68,25,138.29,2026-07-16,1
CUST-ID-00432-24,65,116.51,2026-07-11,1
CUST-ID-00433-83,6,95.21,,0
CUST-ID-00434-77,35,141.11,,0
CUST-ID-00435-44,,42.23,,0
CUST-ID-00436-95,56,65.33,,0
CUST-ID-00437-32,47,143.86,,0
CUST-ID-00438-37,67,72.9,2026-07-17,1
CUST-ID-00439-11,10,100.62,,0
CUST-ID-00440-50,46,,,0
CUST-ID-00441-31,54,116.84,2026-07-06,1
CUST-ID-00442-52,12,70.26,,0
CUST-ID-00443-31,64,97.75,,0
CUST-ID-00444-56,12,141.38,,0
CUST-ID-00445-56,27,68.61,,0
CUST-ID-00446-32,62,137.92,,0
CUST-ID-00447-83,11,70.9,2026-07-06,1
CUST-ID-00448-25,68,137.73,2026-07-25,1
CUST-ID-00449-36,17,94.53,,0
CUST-ID-00450-85,,100.35,,0
CUST-ID-00451-86,46,101.69,,0
CUST-ID-00452-39,41,55.3,2026-07-22,1
CUST-ID-00453-93,20,72.41,2026-07-02,1
CUST-ID-00454-51,65,53.63,,0
CUST-ID-00455-19,31,32.16,,0
CUST-ID-00456-22,61,86.95,,0
CUST-ID-00457-84,72,31.47,,0
CUST-ID-00458-53,41,27.28,,0
CUST-ID-00459-94,2,141.08,,0
CUST-ID-00460-82,11,,2026-07-21,1
CUST-ID-00461-78,9,112.61,2026-07-07,1
CUST-ID-00462-87,64,42.13,,0
CUST-ID-00463-22,45,72.41,,0
CUST-ID-00464-78,51,25.17,,0
CUST-ID-00465-43,,24.73,,0
CUST-ID-00466-78,57,20.51,2026-07-20,1
CUST-ID-00467-30,69,65.5,,0
CUST-ID-00468-85,31,43.0,,0
CUST-ID-00469-25,39,148.38,,0
CUST-ID-00470-53,21,121.07,,0
CUST-ID-00471-46,49,20.17,,0
CUST-ID-00472-67,42,40.52,,0
CUST-ID-00473-87,53,32.78,,0
CUST-ID-00474-81,68,127.26,,0
CUST-ID-00475-61,42,44.77,,0
CUST-ID-00476-20,22,82.68,,0
CUST-ID-00477-53,41,93.71,,0
CUST-ID-00478-64,11,96.11,,0
CUST-ID-00479-80,65,63.67,,0
CUST-ID-00480-96,,,2026-07-11,1
CUST-ID-00481-48,39,29.98,2026-07-02,1
CUST-ID-00482-46,49,30.84,2026-07-15,1
CUST-ID-00483-16,14,45.12,2026-07-01,1
CUST-ID-00484-82,8,99.29,,0
CUST-ID-00485-20,63,127.02,,0
CUST-ID-00486-84,5,129.67,2026-07-11,1
CUST-ID-00487-36,36,81.83,,0
CUST-ID-00488-16,33,141.41,,0
CUST-ID-00489-83,5,61.77,2026-07-10,1
CUST-ID-00490-86,47,31.55,,0
CUST-ID-00491-28,23,67.87,,0
CUST-ID-00492-16,62,120.12,,0
CUST-ID-00493-71,27,91.96,,0
CUST-ID-00494-99,9,147.06,,0
CUST-ID-00495-16,,44.55,,0
CUST-ID-00496-71,56,35.71,,0
CUST-ID-00497-61,33,138.02,,0
CUST-ID-00498-60,70,80.97,,0
CUST-ID-00499-49,56,96.12,,0
CUST-ID-00500-92,20,,,0
CUST-ID-00501-70,35,127.8,2026-07-01,1
CUST-ID-00502-69,69,34.56,,0
CUST-ID-00503-42,42,53.95,2026-07-14,1
CUST-ID-00504-36,16,148.73,,0
CUST-ID-00505-68,55,120.51,2026-07-10,1
CUST-ID-00506-13,47,112.36,,0
CUST-ID-00507-41,58,143.6,,0
CUST-ID-00508-49,33,83.77,,0
CUST-ID-00509-47,42,72.41,2026-07-15,1
CUST-ID-00510-60,,96.3,,0
CUST-ID-00511-16,43,141.04,2026-07-10,1
CUST-ID-00512-62,58,122.46,,0
CUST-ID-00513-25,24,63.52,,0
CUST-ID-00514-95,37,109.99,2026-07-17,1
CUST-ID-00515-39,14,87.54,,0
CUST-ID-00516-23,48,37.17,2026-07-15,1
CUST-ID-00517-94,41,140.03,,0
CUST-ID-00518-17,37,118.22,,0
CUST-ID-00519-39,65,49.51,,0
CUST-ID-00520-58,38,,,0
CUST-ID-00521-72,17,96.32,,0
CUST-ID-00522-30,23,42.71,,0
CUST-ID-00523-91,45,138.28,,0
CUST-ID-00524-75,71,36.1,,0
CUST-ID-00525-29,,105.03,,0
CUST-ID-00526-98,69,78.21,2026-07-20,1
CUST-ID-00527-69,42,139.95,,0
CUST-ID-00528-43,68,60.0,,0
CUST-ID-00529-62,25,60.44,2026-07-03,1
CUST-ID-00530-93,49,123.78,2026-07-27,1
CUST-ID-00531-20,15,106.62,,0
CUST-ID-00532-24,25,111.11,,0
CUST-ID-00533-70,66,65.11,,0
CUST-ID-00534-79,70,82.94,,0
CUST-ID-00535-16,64,84.32,2026-07-12,1
CUST-ID-00536-59,14,85.54,,0
CUST-ID-00537-15,37,47.02,,0
CUST-ID-00538-51,50,73.82,,0
CUST-ID-00539-58,67,138.18,,0
CUST-ID-00540-44,,,,0
CUST-ID-00541-31,20,135.77,,0
CUST-ID-00542-58,47,63.9,,0
CUST-ID-00543-48,18,131.82,,0
CUST-ID-00544-10,11,74.2,,0
CUST-ID-00545-22,44,78.0,,0
CUST-ID-00546-35,17,140.98,2026-07-14,1
CUST-ID-00547-93,31,36.8,,0
CUST-ID-00548-97,70,37.06,,0
CUST-ID-00549-70,32,104.79,2026-07-18,1
CUST-ID-00550-55,33,106.98,2026-07-01,1
CUST-ID-00551-55,18,41.53,2026-07-02,1
CUST-ID-00552-37,27,82.65,2026-07-19,1
CUST-ID-00553-68,54,20.73,2026-07-11,1
CUST-ID-00554-74,44,70.58,,0
CUST-ID-00555-15,,132.73,,0
CUST-ID-00556-64,58,26.57,,0
CUST-ID-00557-29,23,94.19,,0
CUST-ID-00558-64,50,26.73,,0
CUST-ID-00559-40,45,41.6,2026-07-17,1
CUST-ID-00560-32,9,,,0
CUST-ID-00561-87,62,59.77,,0
CUST-ID-00562-92,70,56.2,2026-07-06,1
CUST-ID-00563-23,45,103.25,2026-07-11,1
CUST-ID-00564-34,27,147.83,2026-07-02,1
CUST-ID-00565-42,45,101.53,,0
CUST-ID-00566-38,59,95.56,,0
CUST-ID-00567-55,39,113.9,,0
CUST-ID-00568-11,72,81.37,,0
CUST-ID-00569-22,47,143.94,2026-07-02,1
CUST-ID-00570-84,,37.92,,0
CUST-ID-00571-45,57,34.79,2026-07-17,1
CUST-ID-00572-56,70,95.94,,0
CUST-ID-00573-23,45,61.32,2026-07-18,1
CUST-ID-00574-31,13,36.33,,0
CUST-ID-00575-91,66,47.62,,0
CUST-ID-00576-41,4,116.43,2026-07-23,1
CUST-ID-00577-36,41,139.28,2026-07-03,1
CUST-ID-00578-38,28,28.0,,0
CUST-ID-00579-75,58,129.22,2026-07-11,1
CUST-ID-00580-65,37,,,0
CUST-ID-00581-91,72,101.52,,0
CUST-ID-00582-75,68,38.37,,0
CUST-ID-00583-66,47,106.91,,0
CUST-ID-00584-17,29,24.72,2026-07-22,1
CUST-ID-00585-82,,110.52,2026-07-16,1
CUST-ID-00586-11,62,126.49,,0
CUST-ID-00587-86,53,73.6,2026-07-03,1
CUST-ID-00588-38,54,125.21,,0
CUST-ID-00589-77,33,138.98,,0
CUST-ID-00590-17,63,118.54,,0
CUST-ID-00591-32,22,70.81,2026-07-08,1
CUST-ID-00592-66,52,118.49,,0
CUST-ID-00593-94,70,142.56,,0
CUST-ID-00594-85,48,137.39,,0
CUST-ID-00595-55,66,96.65,,0
CUST-ID-00596-82,60,62.86,2026-07-08,1
CUST-ID-00597-70,40,147.49,2026-07-01,1
CUST-ID-00598-15,32,68.74,,0
CUST-ID-00599-56,52,133.14,,0
